VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2018-11-01 00:40:43,2018-11-01 00:50:11,1,1.4,1,N,90,79,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16
1,2018-11-01 00:40:48,2018-11-01 00:59:41,1,4.5,1,N,263,114,1,16.0,0.5,0.5,3.45,0.0,0.3,20.75
2,2018-11-01 00:40:55,2018-11-01 00:47:34,1,0.88,1,N,68,186,1,6.0,0.5,0.5,1.0,0.0,0.3,8.3
2,2018-11-01 00:40:58,2018-11-01 00:57:02,1,2.0,1,N,246,170,1,11.5,0.5,0.5,3.2,0.0,0.3,16.0
2,2018-11-01 00:40:59,2018-11-01 00:46:06,1,0.69,1,N,234,186,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16
1,2018-11-01 00:41:00,2018-11-01 00:47:37,1,1.6,1,N,231,68,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96
2,2018-11-01 00:41:05,2018-11-01 00:49:58,1,1.75,1,N,246,158,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16
2,2018-11-01 00:41:06,2018-11-01 00:52:04,1,2.25,1,N,230,107,1,10.0,0.5,0.5,2.26,0.0,0.3,13.56
2,2018-11-01 00:41:08,2018-11-01 00:48:37,1,2.35,1,N,148,255,1,9.0,0.5,0.5,2.06,0.0,0.3,12.36
2,2018-11-01 00:41:11,2018-11-01 00:49:13,5,1.87,1,N,50,68,1,8.0,0.5,0.5,0.0,0.0,0.3,9.3
2,2018-11-01 00:41:19,2018-11-01 00:55:29,2,1.56,1,N,158,211,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3
2,2018-11-01 00:41:20,2018-11-01 00:49:33,3,0.89,1,N,113,79,1,7.0,0.5,0.5,0.58,0.0,0.3,8.88
2,2018-11-01 00:41:21,2018-11-01 00:52:35,5,2.57,1,N,249,246,1,10.5,0.5,0.5,2.0,0.0,0.3,13.8
1,2018-11-01 00:41:32,2018-11-01 00:51:15,1,1.6,1,N,186,79,1,8.5,0.5,0.5,1.0,0.0,0.3,10.8
1,2018-11-01 00:41:33,2018-11-01 01:00:48,2,3.8,1,N,50,148,2,16.0,0.5,0.5,0.0,0.0,0.3,17.3
1,2018-11-01 00:41:47,2018-11-01 01:27:02,1,18.9,1,N,132,66,1,58.5,0.5,0.5,11.95,0.0,0.3,71.75
1,2018-11-01 00:41:50,2018-11-01 00:47:40,1,0.6,1,N,114,79,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8
2,2018-11-01 00:41:51,2018-11-01 00:57:37,1,3.71,1,N,162,179,1,14.5,0.5,0.5,3.16,0.0,0.3,18.96
2,2018-11-01 00:41:51,2018-11-01 00:52:52,1,1.33,1,N,234,137,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8
1,2018-11-01 00:41:52,2018-11-01 00:53:36,2,3.0,1,N,237,41,1,12.0,0.5,0.5,2.0,0.0,0.3,15.3
2,2018-11-01 00:41:53,2018-11-01 01:00:37,1,2.7,1,N,264,264,1,14.0,0.5,0.5,3.82,0.0,0.3,19.12
1,2018-11-01 00:41:59,2018-11-01 00:56:04,1,2.9,1,N,113,229,1,12.0,0.5,0.5,2.0,0.0,0.3,15.3
4,2018-11-01 00:42:06,2018-11-01 01:30:00,1,16.57,2,N,132,186,1,52.0,0.0,0.5,14.64,5.76,0.3,73.2
1,2018-11-01 00:42:12,2018-11-01 00:50:00,1,2.0,1,N,166,239,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8
2,2018-11-01 00:42:19,2018-11-01 01:07:39,1,10.19,1,N,249,244,1,30.5,0.5,0.5,9.54,0.0,0.3,41.34
2,2018-11-01 00:42:21,2018-11-01 00:53:01,1,2.95,1,N,170,262,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3
1,2018-11-01 00:42:23,2018-11-01 00:46:02,2,1.1,1,N,231,13,1,5.5,0.5,0.5,1.35,0.0,0.3,8.15
2,2018-11-01 00:42:40,2018-11-01 01:26:20,2,10.82,1,N,234,79,1,36.5,0.5,0.5,11.34,0.0,0.3,49.14
2,2018-11-01 00:42:42,2018-11-01 00:54:17,1,3.09,1,N,151,141,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3
2,2018-11-01 00:42:47,2018-11-01 00:59:21,1,2.81,1,N,148,186,1,13.0,0.5,0.5,0.0,0.0,0.3,14.3
1,2018-11-01 00:42:49,2018-11-01 00:54:17,1,2.1,1,N,261,148,1,10.0,0.5,0.5,2.25,0.0,0.3,13.55
2,2018-11-01 00:42:51,2018-11-01 01:17:36,1,15.78,1,N,88,28,1,44.5,0.5,0.5,3.0,0.0,0.3,48.8
2,2018-11-01 00:42:55,2018-11-01 00:47:29,5,0.87,1,N,162,161,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56
2,2018-11-01 00:42:56,2018-11-01 01:08:35,1,7.95,1,N,161,119,1,27.0,0.5,0.5,0.0,0.0,0.3,28.3
2,2018-11-01 00:42:57,2018-11-01 00:59:28,1,3.33,1,N,48,224,1,13.5,0.5,0.5,2.96,0.0,0.3,17.76
2,2018-11-01 00:43:00,2018-11-01 01:05:45,1,3.42,1,N,163,231,1,16.5,0.5,0.5,3.56,0.0,0.3,21.36
2,2018-11-01 00:43:02,2018-11-01 01:05:26,1,3.62,1,N,164,261,1,16.5,0.5,0.5,3.56,0.0,0.3,21.36
2,2018-11-01 00:43:06,2018-11-01 01:14:57,1,10.11,1,N,114,165,2,32.0,0.5,0.5,0.0,0.0,0.3,33.3
2,2018-11-01 00:43:07,2018-11-01 00:57:10,4,3.45,1,N,79,87,1,14.0,0.5,0.5,3.06,0.0,0.3,18.36
2,2018-11-01 00:43:12,2018-11-01 01:09:22,1,6.25,1,N,141,196,2,23.5,0.5,0.5,0.0,0.0,0.3,24.8
1,2018-11-01 00:43:15,2018-11-01 01:10:19,1,9.9,1,N,97,239,2,31.5,0.5,0.5,0.0,0.0,0.3,32.8
2,2018-11-01 00:43:16,2018-11-01 00:54:37,1,1.01,1,N,249,79,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76
1,2018-11-01 00:43:16,2018-11-01 00:50:44,1,1.2,1,N,164,68,1,7.0,0.5,0.5,1.65,0.0,0.3,9.95
2,2018-11-01 00:43:24,2018-11-01 00:48:03,1,0.93,1,N,246,90,1,5.5,0.5,0.5,1.0,0.0,0.3,7.8
1,2018-11-01 00:43:25,2018-11-01 00:44:55,1,0.4,1,N,249,249,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8
2,2018-11-01 00:43:26,2018-11-01 00:45:34,1,0.51,1,N,68,164,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3
2,2018-11-01 00:43:27,2018-11-01 00:46:34,1,0.7,1,N,68,234,1,4.5,0.5,0.5,1.16,0.0,0.3,6.96
2,2018-11-01 00:43:33,2018-11-01 00:53:47,1,1.32,1,N,79,232,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76
2,2018-11-01 00:43:37,2018-11-01 00:45:22,1,0.4,1,N,48,48,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8
2,2018-11-01 00:43:42,2018-11-01 01:00:30,3,4.51,1,N,114,80,2,16.5,0.5,0.5,0.0,0.0,0.3,17.8
1,2018-11-01 00:43:45,2018-11-01 00:56:34,1,0.8,1,N,249,158,1,9.0,0.5,0.5,1.9,0.0,0.3,12.2
2,2018-11-01 00:43:48,2018-11-02 00:34:55,1,3.01,1,N,231,170,1,12.5,0.5,0.5,0.0,0.0,0.3,13.8
2,2018-11-01 00:43:49,2018-11-01 00:50:47,5,1.54,1,N,161,141,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56
2,2018-11-01 00:43:53,2018-11-01 00:53:10,1,1.34,1,N,90,234,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3
2,2018-11-01 00:43:56,2018-11-01 00:49:43,1,0.63,1,N,162,162,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8
2,2018-11-01 00:43:58,2018-11-01 01:02:30,1,6.12,1,N,48,42,2,20.0,0.5,0.5,0.0,0.0,0.3,21.3
1,2018-11-01 00:44:05,2018-11-01 01:00:36,1,3.1,1,N,116,243,2,14.0,0.5,0.5,0.0,0.0,0.3,15.3
2,2018-11-01 00:44:09,2018-11-01 01:26:42,1,16.89,2,N,132,170,1,52.0,0.0,0.5,10.0,5.76,0.3,68.56
2,2018-11-01 00:44:12,2018-11-01 00:49:27,1,0.85,1,N,144,249,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16
2,2018-11-01 00:44:18,2018-11-01 00:58:53,1,4.61,1,N,263,90,1,15.0,0.5,0.5,3.26,0.0,0.3,19.56
2,2018-11-01 00:44:24,2018-11-01 00:51:20,1,1.0,1,N,148,79,1,6.5,0.5,0.5,1.2,0.0,0.3,9.0
2,2018-11-01 00:44:27,2018-11-01 00:52:49,1,1.44,1,N,113,79,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56
1,2018-11-01 00:44:40,2018-11-01 00:50:19,1,0.9,1,N,144,79,1,6.0,0.5,0.5,1.0,0.0,0.3,8.3
2,2018-11-01 00:44:45,2018-11-01 01:13:45,1,9.48,1,N,249,116,1,30.5,0.5,0.5,0.0,0.0,0.3,31.8
1,2018-11-01 00:44:51,2018-11-01 00:52:06,2,1.7,1,N,146,179,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3
1,2018-11-01 00:44:53,2018-11-01 00:50:14,1,0.5,1,N,90,113,1,5.5,0.5,0.5,1.0,0.0,0.3,7.8
1,2018-11-01 00:45:02,2018-11-01 00:55:04,3,1.1,1,N,234,234,3,7.5,0.5,0.5,0.0,0.0,0.3,8.8
2,2018-11-01 00:45:10,2018-11-01 00:54:14,2,1.29,1,N,234,170,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3
2,2018-11-01 00:45:13,2018-11-01 00:53:24,6,1.36,1,N,230,142,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8
1,2018-11-01 00:45:20,2018-11-01 00:52:56,1,1.4,1,N,164,90,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96
1,2018-11-01 00:45:41,2018-11-01 01:01:20,1,1.7,1,N,158,144,1,11.0,0.5,0.5,1.5,0.0,0.3,13.8
2,2018-11-01 00:45:59,2018-11-01 00:52:44,6,0.83,1,N,79,148,1,6.0,0.5,0.5,2.19,0.0,0.3,9.49
2,2018-11-01 00:46:05,2018-11-01 00:54:02,2,2.02,1,N,249,48,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76
2,2018-11-01 00:46:08,2018-11-01 00:57:39,2,2.36,1,N,161,263,1,10.5,0.5,0.5,2.36,0.0,0.3,14.16
2,2018-11-01 00:46:08,2018-11-01 00:58:46,1,4.78,1,N,79,33,1,16.0,0.5,0.5,3.46,0.0,0.3,20.76
2,2018-11-01 00:46:11,2018-11-01 00:49:46,5,0.47,1,N,164,170,1,4.5,0.5,0.5,1.2,0.0,0.3,7.0
2,2018-11-01 00:46:13,2018-11-01 00:50:16,1,0.71,1,N,142,143,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56
1,2018-11-01 00:46:19,2018-11-01 00:57:23,3,2.0,1,N,246,158,3,9.5,0.5,0.5,0.0,0.0,0.3,10.8
2,2018-11-01 00:46:23,2018-11-01 00:46:36,1,0.0,5,N,148,148,1,70.0,0.0,0.5,5.0,0.0,0.3,75.8
2,2018-11-01 00:46:26,2018-11-01 01:01:02,1,7.1,1,N,87,236,1,21.0,0.5,0.5,3.0,0.0,0.3,25.3
2,2018-11-01 00:46:32,2018-11-01 01:02:42,1,2.38,1,N,114,68,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3
2,2018-11-01 00:46:38,2018-11-01 00:55:27,2,1.73,1,N,164,249,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3
2,2018-11-01 00:46:45,2018-11-01 00:52:38,2,1.02,1,N,107,79,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3
2,2018-11-01 00:46:48,2018-11-01 00:59:20,2,2.1,1,N,230,140,1,10.5,0.5,0.5,2.36,0.0,0.3,14.16
2,2018-11-01 00:46:52,2018-11-01 01:02:30,2,2.26,1,N,68,148,1,12.0,0.5,0.5,1.7,0.0,0.3,15.0
2,2018-11-01 00:46:57,2018-11-01 00:58:24,3,2.66,1,N,144,137,1,11.5,0.5,0.5,1.5,0.0,0.3,14.3
2,2018-11-01 00:47:00,2018-11-01 01:03:35,5,5.62,1,N,246,166,1,19.0,0.5,0.5,2.0,0.0,0.3,22.3
2,2018-11-01 00:47:05,2018-11-01 00:57:20,1,3.72,1,N,50,166,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3
2,2018-11-01 00:47:06,2018-11-01 00:50:53,1,1.31,1,N,263,141,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8
1,2018-11-01 00:47:07,2018-11-01 01:06:51,1,6.4,1,N,170,37,2,21.5,0.5,0.5,0.0,5.76,0.3,28.56
2,2018-11-01 00:47:15,2018-11-01 01:01:43,1,5.03,1,N,79,75,1,17.5,0.5,0.5,3.76,0.0,0.3,22.56
2,2018-11-01 00:47:17,2018-11-01 00:53:56,5,0.95,1,N,79,249,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
1,2018-11-01 00:47:23,2018-11-01 00:55:54,2,1.5,1,N,246,90,1,7.5,0.5,0.5,0.0,0.0,0.3,8.8
2,2018-11-01 00:47:28,2018-11-01 00:55:51,4,1.29,1,N,144,4,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56
1,2018-11-01 00:47:30,2018-11-01 00:50:40,1,0.4,1,N,164,107,1,4.0,0.5,0.5,0.7,0.0,0.3,6.0
1,2018-11-01 00:47:31,2018-11-01 00:51:07,2,0.6,1,N,255,80,1,4.5,0.5,0.5,1.15,0.0,0.3,6.95
2,2018-11-01 00:47:35,2018-11-01 00:57:17,1,2.42,1,N,145,7,1,10.0,0.5,0.5,5.0,0.0,0.3,16.3
2,2018-11-01 00:47:35,2018-11-01 00:56:01,5,1.77,1,N,90,79,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16
1,2018-11-01 00:47:35,2018-11-01 01:01:21,1,2.4,1,N,88,232,1,11.5,0.5,0.5,1.0,0.0,0.3,13.8
1,2018-11-01 00:47:39,2018-11-01 00:57:20,0,0.7,1,N,246,68,1,7.5,0.5,0.5,0.0,0.0,0.3,8.8
2,2018-11-01 00:47:40,2018-11-01 01:18:43,1,21.06,1,N,132,49,1,56.5,0.5,0.5,11.56,0.0,0.3,69.36
2,2018-11-01 00:47:40,2018-11-01 00:55:28,1,1.07,1,N,234,249,1,7.0,0.5,0.5,1.2,0.0,0.3,9.5
1,2018-11-01 00:47:41,2018-11-01 00:57:31,1,2.4,1,N,162,90,1,9.5,0.5,0.5,3.2,0.0,0.3,14.0
2,2018-11-01 00:47:45,2018-11-01 01:23:23,1,8.88,1,N,230,255,1,30.5,0.5,0.5,6.36,0.0,0.3,38.16
2,2018-11-01 00:47:50,2018-11-01 01:18:50,1,7.07,1,N,114,7,1,26.0,0.5,0.5,5.46,0.0,0.3,32.76
2,2018-11-01 00:47:53,2018-11-01 01:04:11,1,2.88,1,N,137,87,1,12.5,0.5,0.5,1.0,0.0,0.3,14.8
1,2018-11-01 00:47:57,2018-11-01 00:56:06,1,1.5,1,N,114,107,1,8.0,0.5,0.5,1.85,0.0,0.3,11.15
2,2018-11-01 00:47:58,2018-11-01 01:06:24,1,4.87,1,N,264,264,2,17.0,0.5,0.5,0.0,0.0,0.3,18.3
1,2018-11-01 00:47:59,2018-11-01 00:56:39,2,2.5,1,N,100,238,1,9.5,0.5,0.5,2.7,0.0,0.3,13.5
2,2018-11-01 00:48:02,2018-11-01 01:08:15,1,4.57,1,N,79,40,2,17.5,0.5,0.5,0.0,0.0,0.3,18.8
2,2018-11-01 00:48:06,2018-11-01 01:05:59,1,5.55,1,N,164,157,1,19.0,0.5,0.5,5.21,5.76,0.3,31.27
1,2018-11-01 00:48:06,2018-11-01 00:52:49,2,0.7,1,N,148,79,1,5.0,0.5,0.5,1.55,0.0,0.3,7.85
1,2018-11-01 00:48:09,2018-11-01 01:02:01,1,3.6,1,N,37,4,1,13.5,0.5,0.5,2.95,0.0,0.3,17.75
1,2018-11-01 00:48:20,2018-11-01 01:01:52,1,1.3,1,N,264,264,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3
2,2018-11-01 00:48:21,2018-11-01 01:06:37,2,4.81,1,N,114,263,1,17.0,0.5,0.5,3.66,0.0,0.3,21.96
1,2018-11-01 00:48:23,2018-11-01 00:59:39,1,2.5,1,N,161,249,1,10.5,0.5,0.5,2.0,0.0,0.3,13.8
1,2018-11-01 00:48:25,2018-11-01 00:56:55,3,2.3,1,N,144,246,1,9.0,0.5,0.5,1.0,0.0,0.3,11.3
2,2018-11-01 00:48:28,2018-11-01 00:55:51,2,1.08,1,N,107,79,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36
2,2018-11-01 00:48:32,2018-11-01 00:53:22,1,1.34,1,N,127,243,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
2,2018-11-01 00:48:39,2018-11-01 01:03:15,1,2.34,1,N,148,164,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8
2,2018-11-01 00:48:40,2018-11-01 00:53:10,2,1.17,1,N,237,162,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16
2,2018-11-01 00:48:51,2018-11-01 01:16:54,6,5.86,1,N,79,198,1,23.0,0.5,0.5,4.86,0.0,0.3,29.16
1,2018-11-01 00:48:52,2018-11-01 00:55:25,3,0.7,1,N,144,144,1,6.0,0.5,0.5,0.5,0.0,0.3,7.8
2,2018-11-01 00:48:59,2018-11-01 01:06:20,1,3.48,1,N,230,79,1,14.0,0.5,0.5,3.06,0.0,0.3,18.36
2,2018-11-01 00:49:00,2018-11-01 00:57:21,1,1.43,1,N,107,4,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56
2,2018-11-01 00:49:01,2018-11-01 00:58:49,1,1.44,1,N,79,148,1,8.0,0.5,0.5,0.0,0.0,0.3,9.3
1,2018-11-01 00:49:03,2018-11-01 00:59:29,1,3.3,1,N,79,140,1,11.5,0.5,0.5,2.55,0.0,0.3,15.35
2,2018-11-01 00:49:06,2018-11-01 00:49:31,2,0.0,1,N,152,152,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8
2,2018-11-01 00:49:08,2018-11-01 01:02:39,1,1.85,1,N,114,232,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8
2,2018-11-01 00:49:25,2018-11-01 01:00:13,5,2.07,1,N,163,137,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8
2,2018-11-01 00:49:27,2018-11-01 00:54:11,1,0.52,1,N,249,125,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56
1,2018-11-01 00:49:30,2018-11-01 00:53:55,1,0.5,1,N,68,68,1,5.0,0.5,0.5,1.25,0.0,0.3,7.55
2,2018-11-01 00:49:32,2018-11-01 01:08:04,1,5.37,1,N,261,163,1,18.0,0.5,0.5,3.86,0.0,0.3,23.16
1,2018-11-01 00:49:37,2018-11-01 01:00:10,1,2.8,1,N,114,50,1,11.0,0.5,0.5,2.45,0.0,0.3,14.75
1,2018-11-01 00:49:41,2018-11-01 01:05:58,1,2.7,1,N,162,144,1,13.0,0.5,0.5,2.85,0.0,0.3,17.15
2,2018-11-01 00:49:44,2018-11-01 01:00:32,1,2.13,1,N,142,170,1,10.0,0.5,0.5,2.26,0.0,0.3,13.56
4,2018-11-01 00:49:47,2018-11-01 01:37:10,1,20.36,1,N,132,52,1,62.5,0.5,0.5,15.95,0.0,0.3,79.75
1,2018-11-01 00:49:48,2018-11-01 00:52:24,1,0.3,1,N,211,144,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8
2,2018-11-01 00:49:52,2018-11-01 00:55:16,1,1.26,1,N,237,141,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
1,2018-11-01 00:49:53,2018-11-01 01:17:40,2,7.8,1,Y,90,116,1,26.5,0.5,0.5,6.95,0.0,0.3,34.75
2,2018-11-01 00:49:56,2018-11-01 00:56:33,6,1.3,1,N,148,87,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96
1,2018-11-01 00:49:58,2018-11-01 00:56:57,2,0.7,1,N,79,79,1,6.0,0.5,0.5,1.8,0.0,0.3,9.1
2,2018-11-01 00:50:00,2018-11-01 01:01:15,1,1.93,1,N,79,164,2,10.0,0.5,0.5,0.0,0.0,0.3,11.3
2,2018-11-01 00:50:06,2018-11-01 00:59:59,1,1.44,1,N,107,4,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3
2,2018-11-01 00:50:13,2018-11-01 00:59:48,2,1.17,1,N,230,161,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56
2,2018-11-01 00:50:15,2018-11-01 01:01:34,1,1.7,1,N,162,186,1,9.0,0.5,0.5,1.0,0.0,0.3,11.3
2,2018-11-01 00:50:18,2018-11-01 01:02:54,1,2.52,1,N,79,164,1,11.0,0.5,0.5,3.08,0.0,0.3,15.38
1,2018-11-01 00:50:25,2018-11-01 00:52:36,2,0.5,1,N,164,234,1,4.0,0.5,0.5,1.55,0.0,0.3,6.85
2,2018-11-01 00:50:27,2018-11-01 01:10:38,1,4.99,1,N,162,82,2,18.5,0.5,0.5,0.0,0.0,0.3,19.8
2,2018-11-01 00:50:30,2018-11-01 01:05:51,1,3.32,1,N,100,209,1,13.0,0.5,0.5,2.86,0.0,0.3,17.16
1,2018-11-01 00:50:31,2018-11-01 01:12:41,1,6.8,1,N,211,260,2,23.5,0.5,0.5,0.0,0.0,0.3,24.8
1,2018-11-01 00:50:33,2018-11-01 00:58:53,1,1.6,1,N,141,142,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16
2,2018-11-01 00:50:36,2018-11-01 00:52:46,1,0.42,1,N,48,48,1,3.5,0.5,0.5,0.96,0.0,0.3,5.76
2,2018-11-01 00:50:46,2018-11-01 01:06:55,3,2.82,1,N,148,68,1,13.0,0.5,0.5,2.86,0.0,0.3,17.16
1,2018-11-01 00:50:47,2018-11-01 01:09:14,1,3.5,1,N,163,125,2,14.5,0.5,0.5,0.0,0.0,0.3,15.8
1,2018-11-01 00:51:01,2018-11-01 00:56:59,1,0.8,1,N,137,164,1,6.0,0.5,0.5,0.7,0.0,0.3,8.0
2,2018-11-01 00:51:12,2018-11-01 00:56:05,5,1.67,1,N,50,239,1,6.5,0.5,0.5,1.95,0.0,0.3,9.75
1,2018-11-01 00:51:16,2018-11-01 00:59:06,2,1.3,1,N,229,230,1,7.0,0.5,0.5,0.0,0.0,0.3,8.3
1,2018-11-01 00:51:20,2018-11-01 01:03:55,1,1.9,1,N,114,224,1,10.0,0.5,0.5,1.75,0.0,0.3,13.05
2,2018-11-01 00:51:22,2018-11-01 01:07:57,1,3.08,1,N,249,48,1,13.5,0.5,0.5,2.96,0.0,0.3,17.76
2,2018-11-01 00:51:32,2018-11-01 01:01:28,2,3.99,1,N,138,92,2,13.5,0.5,0.5,0.0,0.0,0.3,14.8
1,2018-11-01 00:51:39,2018-11-01 01:04:41,1,2.0,1,N,90,137,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8
1,2018-11-01 00:51:49,2018-11-01 00:56:50,2,0.8,1,N,230,170,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8
2,2018-11-01 00:51:53,2018-11-01 01:14:23,1,4.81,1,N,234,151,1,19.0,0.5,0.5,0.0,0.0,0.3,20.3
2,2018-11-01 00:51:55,2018-11-01 00:55:12,1,0.43,1,N,144,144,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3
1,2018-11-01 00:52:03,2018-11-01 00:57:57,1,1.3,1,N,90,48,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
1,2018-11-01 00:52:10,2018-11-01 00:59:43,1,0.9,1,N,161,100,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8
1,2018-11-01 00:52:11,2018-11-01 00:59:55,0,1.2,1,N,164,48,1,7.0,0.5,0.5,1.0,0.0,0.3,9.3
2,2018-11-01 00:52:20,2018-11-01 01:16:50,1,16.76,1,N,132,250,1,45.5,0.5,0.5,10.51,5.76,0.3,63.07
2,2018-11-01 00:52:20,2018-11-01 01:06:35,1,3.34,1,N,144,48,1,13.0,0.5,0.5,1.0,0.0,0.3,15.3
1,2018-11-01 00:52:21,2018-11-01 00:55:31,1,0.2,1,N,90,90,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3
4,2018-11-01 00:52:23,2018-11-01 01:00:21,1,2.08,1,N,237,262,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76
2,2018-11-01 00:52:25,2018-11-01 01:09:28,5,2.69,1,N,48,249,1,13.0,0.5,0.5,2.86,0.0,0.3,17.16
2,2018-11-01 00:52:30,2018-11-01 00:59:18,1,1.16,1,N,79,45,1,6.5,0.5,0.5,1.95,0.0,0.3,9.75
2,2018-11-01 00:52:40,2018-11-01 01:06:11,1,1.47,1,N,114,90,1,9.0,0.5,0.5,1.0,0.0,0.3,11.3
1,2018-11-01 00:52:40,2018-11-01 01:12:19,1,5.3,1,N,164,74,1,18.0,0.5,0.5,2.0,0.0,0.3,21.3
1,2018-11-01 00:52:44,2018-11-01 01:05:41,1,2.1,1,N,230,107,1,10.5,0.5,0.5,2.35,0.0,0.3,14.15
2,2018-11-01 00:52:55,2018-11-01 00:56:37,2,0.42,1,N,163,163,1,4.5,0.5,0.5,1.16,0.0,0.3,6.96
1,2018-11-01 00:52:56,2018-11-01 00:59:53,3,1.4,1,N,249,148,1,7.0,0.5,0.5,1.65,0.0,0.3,9.95
2,2018-11-01 00:52:59,2018-11-01 01:02:07,2,1.69,1,N,164,158,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16
1,2018-11-01 00:53:01,2018-11-01 01:13:45,1,3.2,1,N,163,158,1,15.0,0.5,0.5,3.25,0.0,0.3,19.55
2,2018-11-01 00:53:04,2018-11-01 01:16:49,1,4.78,1,N,164,42,2,19.5,0.5,0.5,0.0,0.0,0.3,20.8
2,2018-11-01 00:53:04,2018-11-01 01:16:44,2,9.02,1,N,68,243,1,28.5,0.5,0.5,5.96,0.0,0.3,35.76
1,2018-11-01 00:53:08,2018-11-01 01:02:10,4,0.7,1,N,249,158,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3
2,2018-11-01 00:53:12,2018-11-01 01:02:34,1,3.68,1,N,233,74,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8
1,2018-11-01 00:53:13,2018-11-01 01:26:38,1,16.8,1,N,132,112,1,47.0,0.5,0.5,12.05,0.0,0.3,60.35
2,2018-11-01 00:53:13,2018-11-01 00:56:23,6,0.54,1,N,107,164,1,4.0,0.5,0.5,0.0,0.0,0.3,5.3
1,2018-11-01 00:53:15,2018-11-01 01:02:25,1,2.6,1,N,142,262,1,10.0,0.5,0.5,1.0,0.0,0.3,12.3
2,2018-11-01 00:53:15,2018-11-01 01:07:29,1,3.13,1,N,264,264,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3
1,2018-11-01 00:53:16,2018-11-01 01:06:14,1,2.4,1,N,161,68,1,10.5,0.5,0.5,2.0,0.0,0.3,13.8
2,2018-11-01 00:53:20,2018-11-01 00:55:59,2,0.79,1,N,143,238,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8
2,2018-11-01 00:53:23,2018-11-01 00:59:42,5,1.24,1,N,170,79,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76
